Nepal_Main event 2016/ 4/15 Mag:7.00 FFM inverted from static-GPS/Strong-ground-motion/InSAR/Surf_offset
GF built reference to local 1-D model
Initial time at 16:25:5
Hypocenter at  32.76 N, 130.76 E, 12 km
Node locate at the center of each subfault

< Subevent sequence >
time   time-dur   lat     lon      depth   strike    dip      rake    Mo(Nm)      slip(m)    x    y       xinc   yinc  segnum subnum parnum
  2.103   8.00  32.714  130.751   10.085  204.621   79.887  155.000  1.721e+17    1.125   4.875   1.966  2.43  1.95     1    197   3137 
  1.954   8.00  32.716  130.749   12.000  202.895   77.484  155.000  8.618e+16    0.557   4.885   0.000  2.44  1.96     1    198   3153 
  2.107   8.00  32.719  130.745   13.915  203.017   75.670  173.683  1.088e+17    0.699   4.886  -1.966  2.43  1.98     1    199   3169 
  2.508   8.00  32.722  130.741   15.830  204.533   75.575  167.303  1.286e+17    0.693   4.882  -3.933  2.41  1.98     1    200   3185 
  3.062   8.00  32.725  130.737   17.745  206.051   75.489  155.000  1.317e+17    0.713   4.878  -5.901  2.40  1.98     1    201   3201 
  3.702   8.00  32.728  130.733   19.660  207.562   75.413  155.000  1.185e+17    0.645   4.874  -7.869  2.39  1.98     1    202   3217 
  4.390   8.00  32.731  130.729   21.576  209.060   75.356  155.000  3.394e+17    1.748   4.869  -9.837  2.38  1.98     1    203   3233 
  5.107   8.00  32.735  130.725   23.491  209.060   75.356  155.000  1.380e+17    0.713   4.865 -11.805  2.37  1.98     1    204   3249 
  5.336   8.00  32.685  130.752    1.050  208.759   80.800  -153.708  1.389e+17    1.016   7.236  11.207  2.41  2.27     1    205   3265 
  4.577   8.00  32.687  130.749    3.294  208.326   80.385  -115.000  4.985e+16    0.295   7.254   8.850  2.41  2.39     1    206   3281 
  3.873   8.00  32.690  130.745    5.756  207.859   80.898  -115.000  2.356e+17    1.347   7.271   6.394  2.41  2.47     1    207   3297 
  3.334   8.00  32.692  130.742    8.170  207.399   81.859    0.000  0.000e+00    0.000   7.287   4.045  2.41  2.19     1    208   3313 
  3.024   8.00  32.694  130.740   10.085  207.026   80.823  155.000  1.690e+16    0.111   7.301   1.963  2.42  1.94     1    209   3329 
  2.926   8.00  32.696  130.737   12.000  206.641   76.587  -137.646  7.938e+16    0.514   7.314   0.000  2.42  1.97     1    210   3345 
  3.029   8.00  32.699  130.734   13.915  207.321   73.467  -139.158  2.364e+17    1.513   7.312  -1.970  2.41  2.00     1    211   3361 
  3.320   8.00  32.703  130.729   15.830  208.815   73.388  -137.741  1.936e+17    1.038   7.301  -3.945  2.40  2.00     1    212   3377 
  3.757   8.00  32.706  130.724   17.745  210.317   73.315  155.000  9.495e+16    0.512   7.290  -5.921  2.38  2.00     1    213   3393 
  4.296   8.00  32.710  130.720   19.660  211.827   73.248  171.071  1.045e+17    0.566   7.279  -7.896  2.37  2.00     1    214   3409 
  4.904   8.00  32.713  130.715   21.576  213.344   73.191  155.543  2.285e+17    1.171   7.269  -9.873  2.36  2.00     1    215   3425 
  5.558   8.00  32.717  130.711   23.491  213.344   73.191  155.000  1.227e+17    0.630   7.260 -11.849  2.36  2.00     1    216   3441 
  5.910   8.00  32.665  130.740    1.050  207.236   80.685  -172.232  1.566e+17    1.137   9.648  11.188  2.42  2.27     1    217   3457 
  5.238   8.00  32.668  130.737    3.294  207.620   80.238    0.000  0.000e+00    0.000   9.665   8.836  2.42  2.39     1    218   3473 
  4.639   8.00  32.670  130.734    5.756  208.044   80.731    0.000  0.000e+00    0.000   9.682   6.386  2.41  2.47     1    219   3489 
  4.203   8.00  32.673  130.730    8.170  208.459   81.683    0.000  0.000e+00    0.000   9.699   4.040  2.41  2.19     1    220   3505 
  3.964   8.00  32.675  130.728   10.085  208.787   80.602    0.000  0.000e+00    0.000   9.713   1.962  2.41  1.94     1    221   3521 
  3.891   8.00  32.677  130.725   12.000  209.112   75.529  -115.000  1.545e+17    1.002   9.728   0.000  2.41  1.98     1    222   3537 
  3.968   8.00  32.680  130.721   13.915  209.670   71.846  -115.603  5.004e+17    3.193   9.722  -1.976  2.40  2.02     1    223   3553 
  4.193   8.00  32.684  130.716   15.830  210.407   71.805  -120.828  2.573e+17    1.373   9.707  -3.959  2.39  2.02     1    224   3569 
  4.547   8.00  32.688  130.711   17.745  211.149   71.769  155.000  3.786e+16    0.203   9.690  -5.942  2.38  2.02     1    225   3585 
  5.003   8.00  32.692  130.706   19.660  211.897   71.737  155.000  2.890e+16    0.155   9.674  -7.926  2.38  2.02     1    226   3601 
  5.536   8.00  32.696  130.701   21.576  212.653   71.712  155.000  9.758e+16    0.494   9.660  -9.910  2.37  2.02     1    227   3617 
  6.126   8.00  32.700  130.696   23.491  212.653   71.712  155.000  7.263e+16    0.368   9.646 -11.895  2.37  2.02     1    228   3633 
  6.576   8.00  32.646  130.728    1.050  208.714   79.943  -177.150  1.201e+17    0.874  12.053  11.180  2.41  2.28     1    229   3649 
  5.981   8.00  32.649  130.725    3.294  209.306   79.456    0.000  0.000e+00    0.000  12.067   8.830  2.40  2.39     1    230   3665 
  5.466   8.00  32.651  130.721    5.756  209.959   79.983    0.000  0.000e+00    0.000  12.082   6.382  2.40  2.48     1    231   3681 
  5.101   8.00  32.654  130.718    8.170  210.599   81.007    0.000  0.000e+00    0.000  12.097   4.039  2.39  2.19     1    232   3697 
  4.908   8.00  32.656  130.715   10.085  211.107   79.841  155.000  1.837e+16    0.122  12.111   1.962  2.39  1.95     1    233   3713 
  4.850   8.00  32.659  130.712   12.000  211.612   75.021  -115.000  6.361e+16    0.414  12.126   0.000  2.39  1.98     1    234   3729 
  4.911   8.00  32.662  130.708   13.915  211.689   71.548  -119.841  2.936e+17    1.880  12.118  -1.980  2.39  2.02     1    235   3745 
  5.094   8.00  32.666  130.703   15.830  211.441   71.564  -115.000  1.585e+17    0.847  12.100  -3.969  2.38  2.02     1    236   3761 
  5.388   8.00  32.670  130.698   17.745  211.193   71.587  -177.370  3.392e+16    0.181  12.080  -5.958  2.38  2.02     1    237   3777 
  5.778   8.00  32.674  130.693   19.660  210.945   71.617  155.000  1.181e+15    0.006  12.062  -7.948  2.38  2.02     1    238   3793 
  6.246   8.00  32.677  130.688   21.576  210.702   71.653  155.000  1.063e+16    0.053  12.046  -9.938  2.39  2.02     1    239   3809 
  6.777   8.00  32.682  130.683   23.491  210.702   71.653  167.685  2.087e+16    0.105  12.032 -11.928  2.39  2.02     1    240   3825 
  7.306   8.00  32.627  130.715    1.050  210.089   79.342  179.925  8.974e+16    0.655  14.446  11.176  2.40  2.28     1    241   3841 
  6.776   8.00  32.630  130.712    3.294  210.633   78.834    0.000  0.000e+00    0.000  14.457   8.828  2.39  2.40     1    242   3857 
  6.326   8.00  32.633  130.708    5.756  211.225   79.397    0.000  0.000e+00    0.000  14.470   6.381  2.39  2.48     1    243   3873 
  6.014   8.00  32.636  130.704    8.170  211.804   80.482  -115.000  1.469e+16    0.096  14.484   4.039  2.38  2.19     1    244   3889 
  5.852   8.00  32.638  130.702   10.085  212.262   79.256    0.000  0.000e+00    0.000  14.498   1.963  2.38  1.95     1    245   3905 
  5.805   8.00  32.640  130.699   12.000  212.718   75.180    0.000  0.000e+00    0.000  14.513   0.000  2.38  1.98     1    246   3921 
  5.855   8.00  32.644  130.695   13.915  212.537   72.244  -131.721  2.130e+17    1.372  14.504  -1.982  2.38  2.01     1    247   3937 
  6.008   8.00  32.647  130.690   15.830  211.874   72.280  -115.000  1.790e+17    0.961  14.484  -3.974  2.38  2.01     1    248   3953 
  6.259   8.00  32.651  130.685   17.745  211.211   72.317  -115.000  7.570e+16    0.406  14.464  -5.967  2.38  2.01     1    249   3969 
  6.598   8.00  32.655  130.680   19.660  210.550   72.357  -115.000  1.801e+16    0.097  14.446  -7.959  2.39  2.01     1    250   3985 
  7.012   8.00  32.659  130.675   21.576  209.894   72.399  170.417  4.048e+16    0.204  14.431  -9.952  2.39  2.01     1    251   4001 
  7.489   8.00  32.663  130.670   23.491  209.894   72.399  155.000  5.460e+16    0.274  14.418 -11.944  2.40  2.01     1    252   4017 
  4.179   2.00  32.685  130.738    8.136   39.009   85.011    0.000  0.000e+00    0.000  -9.701   3.878  4.88  1.94     2    253   4033 
  3.957   2.00  32.684  130.739   10.068   39.010   85.011    0.000  0.000e+00    0.000  -9.701   1.939  4.88  1.94     2    254   4037 
  3.880   2.00  32.683  130.740   12.000   39.010   85.011    0.000  0.000e+00    0.000  -9.701   0.000  4.88  1.94     2    255   4041 
  3.957   2.00  32.682  130.742   13.932   39.010   85.011    0.000  0.000e+00    0.000  -9.701  -1.939  4.88  1.94     2    256   4045 
  2.482   2.00  32.719  130.771    8.136   41.992   84.974    0.000  0.000e+00    0.000  -4.844   3.878  4.84  1.94     2    257   4049 
  2.087   2.00  32.718  130.772   10.068   41.992   84.974    0.000  0.000e+00    0.000  -4.844   1.939  4.84  1.94     2    258   4053 
  1.938   2.00  32.717  130.773   12.000   41.993   84.974    0.000  0.000e+00    0.000  -4.845   0.000  4.84  1.94     2    259   4057 
  2.087   2.00  32.716  130.775   13.932   41.993   84.974    0.000  0.000e+00    0.000  -4.845  -1.939  4.84  1.94     2    260   4061 
  1.551   2.00  32.750  130.807    8.136   42.077   85.068    0.000  0.000e+00    0.000   0.000   3.878  4.85  1.94     2    261   4065 
  0.776   2.00  32.749  130.808   10.068   42.077   85.068    0.000  0.000e+00    0.000   0.000   1.939  4.85  1.94     2    262   4069 
  0.000   2.00  32.748  130.810   12.000   42.078   85.068    0.000  0.000e+00    0.000   0.000   0.000  4.85  1.94     2    263   4073 
  0.776   2.00  32.747  130.811   13.932   42.078   85.068    0.000  0.000e+00    0.000   0.000  -1.939  4.85  1.94     2    264   4077 
  2.494   2.00  32.784  130.840    8.136   39.194   85.013    0.000  0.000e+00    0.000   4.882   3.878  4.91  1.94     2    265   4081 
  2.101   2.00  32.783  130.841   10.068   39.194   85.013    0.000  0.000e+00    0.000   4.882   1.939  4.91  1.94     2    266   4085 
  1.953   2.00  32.782  130.843   12.000   39.194   85.013    0.000  0.000e+00    0.000   4.882   0.000  4.91  1.94     2    267   4089 
  2.101   2.00  32.781  130.844   13.932   39.194   85.013    0.000  0.000e+00    0.000   4.882  -1.939  4.91  1.94     2    268   4093 
  3.731   1.00  32.791  130.823    2.101  246.344   81.375    0.000  0.000e+00    0.000  -6.071   7.081  3.44  3.69     3    269   4097 
  2.659   1.00  32.791  130.807    5.752  246.287   81.852    0.000  0.000e+00    0.000  -5.660   3.488  3.01  3.48     3    270   4099 
  2.113   1.00  32.791  130.793    9.000  246.287   81.852    0.000  0.000e+00    0.000  -5.281   0.000  2.64  3.48     3    271   4101 
  3.083   1.00  32.779  130.789    2.101  244.859   81.431  -118.548  2.571e+17    0.687  -3.038   7.085  3.45  3.69     3    272   4103 
  1.798   1.00  32.780  130.778    5.752  245.392   81.897  -115.000  2.910e+17    0.941  -2.832   3.490  3.02  3.48     3    273   4105 
  1.057   1.00  32.781  130.767    9.000  245.392   81.897    0.000  0.000e+00    0.000  -2.641   0.000  2.64  3.48     3    274   4107 
  2.839   1.00  32.765  130.756    2.101  242.696   79.950  -171.390  2.578e+17    0.684   0.000   7.097  3.46  3.71     3    275   4109 
  1.398   1.00  32.768  130.748    5.752  244.085   80.697    0.000  0.000e+00    0.000   0.000   3.495  3.03  3.50     3    276   4111 
  0.000   1.00  32.771  130.741    9.000  244.085   80.697    0.000  0.000e+00    0.000   0.000   0.000  2.64  3.50     3    277   4113 
  3.095   1.00  32.751  130.724    2.101  242.017   78.326  155.000  4.642e+16    0.122   3.042   7.116  3.46  3.73     3    278   4115 
  1.803   1.00  32.756  130.719    5.752  243.672   79.045  155.000  1.132e+17    0.362   2.835   3.504  3.03  3.51     3    279   4117 
  1.057   1.00  32.761  130.715    9.000  243.672   79.045  155.000  1.880e+16    0.069   2.643   0.000  2.64  3.51     3    280   4119 
